longitude,latitude,asset_id,project_na,asset_type,status,asset_x_co,asset_y_co,borough,outfall,waterbody,street_add,city_counc,bbl,asset_area,status_gro,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
-73.894648,40.821582,171361,"P.S. 384 X / 216 X","Permeable Pavers",Constructed,1013408.808,238619.19,Bronx,HP-002,"East River / Open Waters",NA,17,2027140004,869.45,Constructed,40.821136,-73.894543,0.99,rooftop,973,"E 163rd St",,,Bronx,NY,"Bronx County",10459,US,"City of New York"
-73.894439,40.82149,171362,"P.S. 384 X / 216 X","Permeable Pavers",Constructed,1013466.695,238585.741,Bronx,HP-002,"East River / Open Waters",NA,17,2027140004,372,Constructed,40.821135,-73.894369,0.99,rooftop,979,"E 163rd St",,,Bronx,NY,"Bronx County",10459,US,"City of New York"
-73.894428,40.82168,171363,"P.S. 384 X / 216 X","Permeable Pavers",Constructed,1013469.655,238654.969,Bronx,HP-002,"East River / Open Waters",NA,17,2027140004,372,Constructed,40.822084,-73.894038,0.99,rooftop,977,"Fox St",,,Bronx,NY,"Bronx County",10459,US,"City of New York"
-73.89416,40.821684,171364,"P.S. 384 X / 216 X","Permeable Pavers",Constructed,1013543.83,238656.515,Bronx,HP-002,"East River / Open Waters",NA,17,2027140004,1140,Constructed,40.822084,-73.894038,0.99,rooftop,977,"Fox St",,,Bronx,NY,"Bronx County",10459,US,"City of New York"
-73.894048,40.8215,171365,"P.S. 384 X / 216 X","Permeable Pavers",Constructed,1013574.909,238589.515,Bronx,HP-002,"East River / Open Waters",NA,17,2027140004,133,Constructed,40.821215,-73.894003,1,rooftop,945,"Fox St",,,Bronx,NY,"Bronx County",10459,US,"City of New York"
-73.938376,40.672181,171372,"M.S. 354 K","Permeable Pavers",Constructed,1001344.282,184176.08,Brooklyn,NCB-014,"East River / Open Waters",NA,36,3013700029,2244,Constructed,40.671755,-73.938457,0.99,rooftop,1212,"Sterling Pl",,,Brooklyn,NY,"Kings County",11213,US,"City of New York"
-73.938006,40.672172,171373,"M.S. 354 K","Permeable Pavers",Constructed,1001446.921,184172.874,Brooklyn,NCB-014,"East River / Open Waters",NA,36,3013700029,1000,Constructed,40.672605,-73.937914,0.99,rooftop,1198,"Park Pl",,,Brooklyn,NY,"Kings County",11213,US,"City of New York"
-73.93784,40.672169,171374,"M.S. 354 K","Permeable Pavers",Constructed,1001492.97,184171.814,Brooklyn,NCB-014,"East River / Open Waters",NA,36,3013700029,989,Constructed,40.672596,-73.937847,0.99,rooftop,1200,"Park Pl",,,Brooklyn,NY,"Kings County",11213,US,"City of New York"
-74.12902872,40.63384753,171378,"Levy Playground","Rain Garden",Constructed,948437.3224,170230.4994,"Staten Island",1,"East River / Open Waters",NA,49,5001940001,1438,Constructed,40.633789,-74.129149,1,rooftop,133,"Jewett Ave",,,"Staten Island",NY,"Richmond County",10302,US,"City of New York"
-73.95039081,40.80020735,171379,"Martin Luther King Jr. Playground","Multiple GI Components",Constructed,997985,230818,Manhattan,WIM-024,"East River / Open Waters",NA,9,1015960075,8558,Constructed,40.800315,-73.950331,1,rooftop,62,"Lenox Ave",,,"New York",NY,"New York County",10026,US,"City of New York"
-73.99851234,40.61912413,171382,"Lt. Joseph Petrosino Park","Rain Garden",Constructed,984663,164840,Brooklyn,OH-015,"East River / Open Waters",NA,43,3061690050,3600,Constructed,40.619492,-73.998209,0.99,rooftop,1569,"70th St",,,Brooklyn,NY,"Kings County",11228,US,"City of New York"
-74.0044655,40.65935325,175300,Salmar,"Rooftop Farm",Constructed,983011.0471,179496.5866,Brooklyn,OH-023,"East River / Open Waters",NA,38,3006710001,17940,Constructed,40.659708,-74.004097,0.99,rooftop,109,"30th St",,,Brooklyn,NY,"Kings County",11232,US,"City of New York"
-73.8552366,40.66029816,181512,"Spring Creek","Rain Garden",Constructed,1024414,179874,Queens,26W-005,"Jamaica Bay and Tributaries",NA,32,4139360060,650,Constructed,40.660623,-73.855083,0.99,rooftop,156-50,"78th St",,,"Howard Beach",NY,"Queens County",11414,US,"City of New York"
-73.85407204,40.66046686,181513,"Spring Creek","Rain Garden",Constructed,1024737,179936,Queens,26W-005,"Jamaica Bay and Tributaries",NA,32,4139360060,900,Constructed,40.66076,-73.854116,0.99,rooftop,156-52,"79th St",,,"Howard Beach",NY,"Queens County",11414,US,"City of New York"
-73.92280746,40.79969813,181514,"5-Boro Parking Lot","Rain Garden",Constructed,1005622,230638,Manhattan,WI-511,"East River / Open Waters",NA,8,1018190203,6909,Constructed,40.799452,-73.92289,1,rooftop,20,"Bronx Shore Rd",,,"New York",NY,"New York County",10035,US,"City of New York"
-73.92197363,40.79926116,181515,"5-Boro Parking Lot","Rain Garden",Constructed,1005853,230479,Manhattan,WI-511,"East River / Open Waters",NA,8,1018190203,1494,Constructed,40.799452,-73.92289,0.99,rooftop,20,"Bronx Shore Rd",,,"New York",NY,"New York County",10035,US,"City of New York"
-73.92271004,40.79960749,181516,"5-Boro Parking Lot","Permeable Pavers",Constructed,1005649,230605,Manhattan,WI-511,"East River / Open Waters",NA,8,1018190203,5839,Constructed,40.799452,-73.92289,1,rooftop,20,"Bronx Shore Rd",,,"New York",NY,"New York County",10035,US,"City of New York"
-73.92198831,40.79906629,181517,"5-Boro Parking Lot","Permeable Pavers",Constructed,1005849,230408,Manhattan,WI-511,"East River / Open Waters",NA,8,1018190203,1731,Constructed,40.798347,-73.921879,0.99,rooftop,14,"Bronx Shore Rd",,,"New York",NY,"New York County",10035,US,"City of New York"
-73.91417763,40.81176608,181520,"St. Mary's GIGP - EFC Grant - St. Mary's Park",Cistern,Constructed,1008007,235037,Bronx,WIB-068,"East River / Open Waters",NA,17,2025570001,27.49,Constructed,40.81152,-73.914362,1,rooftop,450,"St Anns Ave",,,Bronx,NY,"Bronx County",10455,US,"City of New York"
-73.9140257,40.81192516,181521,"St. Mary's GIGP - EFC Grant - St. Mary's Park","Rain Garden",Constructed,1008049,235095,Bronx,WIB-068,"East River / Open Waters",NA,17,2025570001,2000,Constructed,40.81216,-73.914422,0.99,rooftop,445,"St Anns Ave",,,Bronx,NY,"Bronx County",10455,US,"City of New York"
-73.80069109,40.71627591,183606,"Joseph Austin PG Synthetic Turf Field Reconstruction","Multiple GI Components",Constructed,1039501,200298,Queens,TI-010,"Flushing Creek",NA,24,4098670002,89600,Constructed,40.716971,-73.800814,0.99,rooftop,165-3,"Grand Central Pkwy",,,Jamaica,NY,"Queens County",11432,US,"City of New York"
-73.8392826,40.68179056,183607,"Demutiis Park PG Reconstruction","Multiple GI Components",Constructed,1028826,187712,Queens,JAM-003,"Jamaica Bay and Tributaries",NA,32,4095050030,878,Constructed,40.682049,-73.838806,0.99,rooftop,103-63,"102nd St",,,"Ozone Park",NY,"Queens County",11417,US,"City of New York"
-73.87757635,40.74265617,183610,"Veterans Grove Reconstruction (Q013-113M)","Multiple GI Components",Constructed,1018174,209870,Queens,BB-008,"Flushing Bay",NA,25,4015720001,902,Constructed,40.742331,-73.877369,0.99,rooftop,88-24,"43rd Ave",,,Elmhurst,NY,"Queens County",11373,US,"City of New York"
-73.93619477,40.6998661,183611,"Beaver Noll Park - New Park Construction","Rain Garden",Constructed,1001942,194263,Brooklyn,NCB-012,"East River / Open Waters",NA,34,3031370001,439,Constructed,40.699754,-73.93656,0.99,rooftop,90,"Beaver St",,,Brooklyn,NY,"Kings County",11206,US,"City of New York"
-73.7267006,40.68553896,183614,"Laurelton West PG Reconstruction","Rain Garden",Constructed,1060047,189155,Queens,JAM-005,"Jamaica Bay and Tributaries",NA,27,4128230001,154,Constructed,40.685685,-73.727122,0.99,rooftop,237-17,"120th Ave",,,"Cambria Heights",NY,"Queens County",11411,US,"City of New York"
-73.97935078,40.69992508,183615,"399 Sands St.","Green Roof",Constructed,989975.64,194278.72,Brooklyn,NCB-014,"East River / Open Waters",NA,33,3020230001,11465,Constructed,40.699905,-73.979438,1,rooftop,399,"Sands St",,,Brooklyn,NY,"Kings County",11251,US,"City of New York"
-73.90507076,40.67220442,183616,"Reconstruction of the Playground Adjacent to P.S. 332 (Houston Playground)","Permeable Pavers",Constructed,1010583.028,184192.8691,Brooklyn,26W-003,"Jamaica Bay and Tributaries",NA,37,3036940001,855,Constructed,40.672619,-73.904861,0.99,rooftop,80,"Powell St",,,Brooklyn,NY,"Kings County",11212,US,"City of New York"
-73.90505328,40.67223291,183617,"Reconstruction of the Playground Adjacent to P.S. 332 (Houston Playground)","Detention System",Constructed,1010587.865,184203.2548,Brooklyn,26W-003,"Jamaica Bay and Tributaries",NA,37,3036940001,2700,Constructed,40.672619,-73.904861,0.99,rooftop,80,"Powell St",,,Brooklyn,NY,"Kings County",11212,US,"City of New York"
-73.984958,40.730042,183923,"P.S. 361 M","Permeable Pavers",Constructed,988418.978,205250.912,Manhattan,NCM-052,"East River / Open Waters",NA,2,1004530034,964,Constructed,40.730017,-73.985258,1,rooftop,317,"E 11th St",,,"New York",NY,"New York County",10003,US,"City of New York"
-73.984888,40.730017,183924,"P.S. 361 M","Permeable Pavers",Constructed,988438.381,205241.807,Manhattan,NCM-052,"East River / Open Waters",NA,2,1004530034,964,Constructed,40.730017,-73.985258,1,rooftop,317,"E 11th St",,,"New York",NY,"New York County",10003,US,"City of New York"
-73.984633,40.730249,183925,"P.S. 361 M","Permeable Pavers",Constructed,988509.04,205326.345,Manhattan,NCM-052,"East River / Open Waters",NA,2,1004530034,525,Constructed,40.730484,-73.984383,0.99,rooftop,331,"E 12th St",,,"New York",NY,"New York County",10003,US,"City of New York"
-73.98484999,40.730473,183926,"P.S. 361 M","Permeable Pavers",Constructed,988448.886,205407.945,Manhattan,NCM-052,"East River / Open Waters",NA,2,1004530034,181,Constructed,40.730649,-73.984786,1,rooftop,325,"E 12th St",,,"New York",NY,"New York County",10003,US,"City of New York"
-73.88986,40.659986,183929,"P.S. 213 K","Permeable Pavers",Constructed,1014808.033,179746.297,Brooklyn,26W-004,"Jamaica Bay and Tributaries",NA,42,3043240001,569,Constructed,40.660073,-73.889884,1,rooftop,1965,"Linden Blvd",,,Brooklyn,NY,"Kings County",11207,US,"City of New York"
-73.889755,40.659836,183930,"P.S. 213 K","Permeable Pavers",Constructed,1014837.232,179691.685,Brooklyn,26W-004,"Jamaica Bay and Tributaries",NA,42,3043240001,1110,Constructed,40.660073,-73.889884,1,rooftop,1965,"Linden Blvd",,,Brooklyn,NY,"Kings County",11207,US,"City of New York"
-73.88993,40.659858,183931,"P.S. 213 K","Permeable Pavers",Constructed,1014788.669,179699.637,Brooklyn,26W-004,"Jamaica Bay and Tributaries",NA,42,3043240001,231,Constructed,40.659681,-73.89009,1,rooftop,1961,"Linden Blvd",,,Brooklyn,NY,"Kings County",11207,US,"City of New York"
-73.890037,40.659889,183932,"P.S. 213 K","Permeable Pavers",Constructed,1014758.968,179710.894,Brooklyn,26W-004,"Jamaica Bay and Tributaries",NA,42,3043240001,222,Constructed,40.659681,-73.89009,1,rooftop,1961,"Linden Blvd",,,Brooklyn,NY,"Kings County",11207,US,"City of New York"
-73.889938,40.659748,183933,"P.S. 213 K","Permeable Pavers",Constructed,1014786.501,179659.559,Brooklyn,26W-004,"Jamaica Bay and Tributaries",NA,42,3043240001,222,Constructed,40.659681,-73.89009,1,rooftop,1961,"Linden Blvd",,,Brooklyn,NY,"Kings County",11207,US,"City of New York"
-73.889825,40.659539,183934,"P.S. 213 K","Permeable Pavers",Constructed,1014817.947,179583.453,Brooklyn,26W-004,"Jamaica Bay and Tributaries",NA,42,3043240001,497,Constructed,40.659483,-73.889698,1,rooftop,833,"New Jersey Ave",,,Brooklyn,NY,"Kings County",11207,US,"City of New York"
-73.8896,40.659624,183935,"P.S. 213 K","Permeable Pavers",Constructed,1014880.336,179614.5,Brooklyn,26W-004,"Jamaica Bay and Tributaries",NA,42,3043240001,254,Constructed,40.659483,-73.889698,1,rooftop,833,"New Jersey Ave",,,Brooklyn,NY,"Kings County",11207,US,"City of New York"
-73.9328148,40.7010476,183936,"P.S. 145 K","Permeable Pavers",Constructed,1002878.873,194694.155,Brooklyn,NCB-015,"Newtown Creek",NA,34,3031530011,134,Constructed,40.701078,-73.932675,1,rooftop,67,"Evergreen Ave",,,Brooklyn,NY,"Kings County",11206,US,"City of New York"
-73.9327102,40.7009607,183937,"P.S. 145 K","Permeable Pavers",Constructed,1002907.901,194662.517,Brooklyn,NCB-015,"Newtown Creek",NA,34,3031530011,614,Constructed,40.701078,-73.932675,1,rooftop,67,"Evergreen Ave",,,Brooklyn,NY,"Kings County",11206,US,"City of New York"
-73.9323608,40.7009475,183938,"P.S. 145 K","Permeable Pavers",Constructed,1003004.785,194657.782,Brooklyn,NCB-015,"Newtown Creek",NA,34,3031530011,979,Constructed,40.701078,-73.932675,1,rooftop,67,"Evergreen Ave",,,Brooklyn,NY,"Kings County",11206,US,"City of New York"
-73.93231721,40.7009881,183939,"P.S. 145 K","Permeable Pavers",Constructed,1003016.86,194672.583,Brooklyn,NCB-015,"Newtown Creek",NA,34,3031530011,1807,Constructed,40.701078,-73.932675,1,rooftop,67,"Evergreen Ave",,,Brooklyn,NY,"Kings County",11206,US,"City of New York"
-74.002026,40.60268,184392,"Benson PG - Asphalt Field and Handball Court Reconstruction","Permeable Pavers",Constructed,983687.409,158848.98,Brooklyn,OH-015,"East River / Open Waters",NA,43,3064070047,816,Constructed,40.602697,-74.00164,0.99,rooftop,106,"Bay 23rd St",,,Brooklyn,NY,"Kings County",11214,US,"City of New York"
-74.002371,40.602544,184393,"Benson PG - Asphalt Field and Handball Court Reconstruction","Permeable Pavers",Constructed,983591.606,158799.434,Brooklyn,OH-015,"East River / Open Waters",NA,43,3064070047,220.5,Constructed,40.602345,-74.002323,1,rooftop,1935,"Bath Ave",,,Brooklyn,NY,"Kings County",11214,US,"City of New York"
-73.911816,40.663929,184394,"Betsy Head Park - Reconstruction","Rain Garden",Constructed,1008714.958,181175.945,Brooklyn,26W-003,"Jamaica Bay and Tributaries",NA,41,3035700001,2227.94,Constructed,40.663574,-73.911857,0.99,rooftop,693,"Thomas S Boyland St",,,Brooklyn,NY,"Kings County",11212,US,"City of New York"
-73.91963533,40.63673133,184398,"Glenwood PG - Synthetic Multipurpose Field Construction","Permeable Pavers",Constructed,1006554.726,171265.003,Brooklyn,CI-004,"Jamaica Bay and Tributaries",NA,45,3079780250,777.2,Constructed,40.636673,-73.920085,0.99,rooftop,5818,"Farragut Rd",,,Brooklyn,NY,"Kings County",11234,US,"City of New York"
-73.98493,40.623983,184399,"Gravesend Park - Comfort Station Construction","Rain Garden",Constructed,988433.387,166610.572,Brooklyn,OH-015,"East River / Open Waters",NA,44,3054940008,323.47,Constructed,40.624124,-73.985389,0.99,rooftop,5612,"18th Ave",,,Brooklyn,NY,"Kings County",11204,US,"City of New York"
-73.91833085,40.69539291,184401,"Heckscher PG - Reconstruction","Permeable Pavers",Constructed,1006896.85,192637.397,Brooklyn,NCB-015,"Newtown Creek",NA,37,3033240040,249.82,Constructed,40.695531,-73.917526,0.99,rooftop,195,"Linden St",,,Brooklyn,NY,"Kings County",11221,US,"City of New York"
-73.95800283,40.61966815,184402,"Kolbert PG - Reconstruction","Permeable Pavers",Constructed,995909.04,165040.992,Brooklyn,CI-004,"Jamaica Bay and Tributaries",NA,44,3067370004,469.23,Constructed,40.619505,-73.957531,0.99,rooftop,1270,"E 18th St",,,Brooklyn,NY,"Kings County",11230,US,"City of New York"
-74.012946,40.631454,184404,"Leif Ericson Park - Comfort Station Construction","Multiple GI Components",Constructed,980656.632,169332.362,Brooklyn,OH-002,"East River / Open Waters",NA,43,3057560001,138,Constructed,40.631799,-74.012562,0.99,rooftop,819,"66th St",,,Brooklyn,NY,"Kings County",11220,US,"City of New York"
-73.913976,40.823228,184406,"Yolanda Garcia Park - Melrose Commons Park Construction","Permeable Pavers",Constructed,1008058.713,239213.044,Bronx,WIB-068,"East River / Open Waters",NA,17,2023810001,9171,Constructed,40.823542,-73.913746,0.99,rooftop,409,"E 160th St",,,Bronx,NY,"Bronx County",10451,US,"City of New York"
-73.96974,40.649156,184407,"Parade Ground - Ballfield 7 Reconstruction and Adult Fitness","Porous Asphalt",Constructed,992646.917,175782.866,Brooklyn,OH-015,"East River / Open Waters",NA,40,3050510001,834,Constructed,40.648847,-73.969454,0.99,rooftop,1102,"Caton Ave",,,Brooklyn,NY,"Kings County",11218,US,"City of New York"
-73.905063,40.67133,184409,"Powell PG - Powell Park Adult Fitness Area Construction and Athletic Court Reconstruction","Permeable Pavers",Constructed,1010585.525,183874.295,Brooklyn,26W-003,"Jamaica Bay and Tributaries",NA,37,3037090100,4443.74,Constructed,40.67178,-73.904847,0.99,rooftop,160,"Glenmore Ave",,,Brooklyn,NY,"Kings County",11212,US,"City of New York"
-73.979225,40.628731,184410,"PS 192 - PS 192 PG Reconstruction","Permeable Pavers",Constructed,990016.667,168340.719,Brooklyn,OH-015,"East River / Open Waters",NA,44,3054450001,3170.42,Constructed,40.628687,-73.97881,0.99,rooftop,1844,"47th St",,,Brooklyn,NY,"Kings County",11204,US,"City of New York"
-74.018172,40.624996,184412,"Seth Low PG / Bealin Square / McKinley Park - McKinley Park and Seth Low PG Synthetic Turf Ballfield Reconstruction","Detention System",Constructed,979205.584,166979.798,Brooklyn,OH-021,"Coney Island Creek",NA,43,3059440001,26003.2,Constructed,40.6246,-74.0179,0.99,rooftop,7701,"Ft Hamilton Pkwy",,,Brooklyn,NY,"Kings County",11228,US,"City of New York"
-74.018172,40.624996,184413,"Seth Low PG / Bealin Square / McKinley Park - McKinley Park and Seth Low PG Synthetic Turf Ballfield Reconstruction","Rain Garden",Constructed,979205.584,166979.798,Brooklyn,OH-021,"Coney Island Creek",NA,43,3059440001,1120,Constructed,40.6246,-74.0179,0.99,rooftop,7701,"Ft Hamilton Pkwy",,,Brooklyn,NY,"Kings County",11228,US,"City of New York"
-73.986677,40.607758,184414,"Seth Low PG / Bealin Square / McKinley Park - McKinley Park and Seth Low PG Synthetic Turf Ballfield Reconstruction","Permeable Pavers",Constructed,987949.324,160699.301,Brooklyn,OH-021,"Coney Island Creek",NA,44,3065940001,1616,Constructed,40.608229,-73.986562,0.99,rooftop,7401,"Bay Pkwy",,,Brooklyn,NY,"Kings County",11204,US,"City of New York"
-73.870465,40.818182,184415,"Soundview Park - PG and Court Reconstruction","Detention System",Constructed,1020103.887,237389.423,Bronx,HP-008,"Bronx River",NA,18,3035430120,4158,Constructed,40.818412,-73.869816,0.99,rooftop,700,"Metcalf Ave",,,Bronx,NY,"Bronx County",10473,US,"City of New York"
-73.873117,40.817262,184416,"Soundview Park - Running Track and Athletic Field Construction","Detention System",Constructed,1019370.328,237053.159,Bronx,HP-008,"Bronx River",NA,18,3035430001,81424.65,Constructed,40.817986,-73.869631,0.95,rooftop,1674,"Seward Ave",,,Bronx,NY,"Bronx County",10473,US,"City of New York"
-74.004436,40.647635,184417,"Sunset Park - PG Reconstruction","Permeable Pavers",Constructed,983019.016,175227.305,Brooklyn,OH-002,"East River / Open Waters",NA,38,3009210001,2237.21,Constructed,40.64717,-74.00489,0.99,rooftop,580,"44th St",,,Brooklyn,NY,"Kings County",11220,US,"City of New York"
-73.77191324,40.68525594,185377,"Roy Wilkins Park","Rain Garden",Constructed,1047508,189016,Queens,JAM-006,"Jamaica Bay and Tributaries",NA,27,4124060180,5643,Constructed,40.68493,-73.772229,0.99,rooftop,119-32,"Merrick Blvd",,,Jamaica,NY,"Queens County",11434,US,"City of New York"
-73.99049671,40.67670107,185516,"Sponge Park","Rain Garden",Constructed,986886,185817,Brooklyn,RH-035,"Gowanus Canal",NA,39,3004620014,1738.8,Constructed,40.676692,-73.99043,1,rooftop,155,"3rd St",,,Brooklyn,NY,"Kings County",11231,US,"City of New York"
-73.84493009,40.88661335,185960,"Edenwald Houses North","Rain Garden",Constructed,1027127.53,262333.0192,Bronx,HP-024,"Hutchinson River",NA,12,2049050001,1891,Constructed,40.88646,-73.844698,1,rooftop,1145,"E 229th St",,,Bronx,NY,"Bronx County",10466,US,"City of New York"
-73.9915,40.71280556,185978,"P.S. 2 M","Permeable Pavers",Constructed,986606.434,198970.902,Manhattan,NCM-063,"East River / Open Waters",NA,1,1002730001,1473,Constructed,40.713167,-73.99135,0.99,rooftop,122,"Henry St",,,"New York",NY,"New York County",10002,US,"City of New York"
-73.99111111,40.71288889,185979,"P.S. 2 M","Permeable Pavers",Constructed,986714.242,199001.274,Manhattan,NCM-063,"East River / Open Waters",NA,1,1002730001,911,Constructed,40.713167,-73.99135,0.99,rooftop,122,"Henry St",,,"New York",NY,"New York County",10002,US,"City of New York"
-73.79030556,40.67502778,185983,"P.S. 223 Q","Permeable Pavers",Constructed,1042415.973,185276.85,Queens,JAM-006,"Jamaica Bay and Tributaries",NA,28,4120510001,1202,Constructed,40.674623,-73.789914,0.99,rooftop,125-20,"Sutphin Blvd",,,Jamaica,NY,"Queens County",11434,US,"City of New York"
-73.79025,40.67516667,185984,"P.S. 223 Q","Permeable Pavers",Constructed,1042431.262,185327.488,Queens,JAM-006,"Jamaica Bay and Tributaries",NA,28,4120510001,818,Constructed,40.675554,-73.790356,0.99,rooftop,123-14,"Sutphin Blvd",,,Jamaica,NY,"Queens County",11434,US,"City of New York"
-73.79016667,40.67494444,185985,"P.S. 223 Q","Permeable Pavers",Constructed,1042454.571,185246.582,Queens,JAM-006,"Jamaica Bay and Tributaries",NA,28,4120510001,344,Constructed,40.674623,-73.789914,0.99,rooftop,125-20,"Sutphin Blvd",,,Jamaica,NY,"Queens County",11434,US,"City of New York"
-73.81041994,40.72431031,186016,"I.S. 250 Q","Rain Garden",Constructed,1036797.707,203219.185,Queens,TI-010,"Flushing Creek",NA,24,4068260001,984,Constructed,40.724656,-73.810329,0.99,rooftop,158-5,"76th Rd",,,"Fresh Meadows",NY,"Queens County",11366,US,"City of New York"
-73.86915023,40.65664861,187160,"Berriman PG - Phase 1 PG and Comfort Station Construction","Multiple GI Components",Constructed,1020555.711,178538.2952,Brooklyn,26--62,"Jamaica Bay and Tributaries",NA,NA,3045860925,7839,Constructed,40.656487,-73.868986,1,rooftop,642,"Schroeders Ave",,,Brooklyn,NY,"Kings County",11239,US,"City of New York"
-73.96039552,40.75679886,187161,"Sutton Place Park - Reconstruction","Permeable Pavers",Constructed,995222.207,215001.4122,Manhattan,NCM-034,"East River / Open Waters",NA,NA,1013720010,5985,Constructed,40.757106,-73.96047,0.99,rooftop,500,"E 57th St",,,"New York",NY,"New York County",10022,US,"City of New York"
-73.93502183,40.79330325,187162,"Thomas Jefferson Park - PG Reconstruction","Rain Garden",Constructed,1002241.984,228305.3786,Manhattan,WI-602,"East River / Open Waters",NA,NA,1017050001,600,Constructed,40.793923,-73.934267,0.99,rooftop,455,"E 114th St",,,"New York",NY,"New York County",10029,US,"City of New York"
-73.93502183,40.79330325,187163,"Thomas Jefferson Park - PG Reconstruction","Rain Garden",Constructed,1002241.984,228305.3786,Manhattan,WI-602,"East River / Open Waters",NA,NA,1017050001,700,Constructed,40.793923,-73.934267,0.99,rooftop,455,"E 114th St",,,"New York",NY,"New York County",10029,US,"City of New York"
-73.80581821,40.58890293,187164,"Beach Channel PG - Beach Channel (P.S. 183) PG Reconstruction","Permeable Pavers",Constructed,1038182.568,153889.4129,Queens,ROC-653,"Jamaica Bay and Tributaries",NA,NA,4161120001,806,Constructed,40.588445,-73.806069,0.99,rooftop,79-14,"Rockaway Beach Blvd",,,"Rockaway Beach",NY,"Queens County",11693,US,"City of New York"
-73.80581821,40.58890293,187165,"Beach Channel PG - Beach Channel (P.S. 183) PG Reconstruction","Detention System",Constructed,1038182.568,153889.4129,Queens,ROC-653,"Jamaica Bay and Tributaries",NA,NA,4161120001,666,Constructed,40.588445,-73.806069,0.99,rooftop,79-14,"Rockaway Beach Blvd",,,"Rockaway Beach",NY,"Queens County",11693,US,"City of New York"
-73.79856551,40.71134408,187166,"Captain Tilly Park - Plaza Reconstruction","Permeable Pavers",Constructed,1040094.368,198502.5377,Queens,JAM-006,"Jamaica Bay and Tributaries",NA,NA,4098480164,594,Constructed,40.711486,-73.79938,0.99,rooftop,164-27,"86th Rd",,,Jamaica,NY,"Queens County",11432,US,"City of New York"
-73.84027921,40.73086738,187167,"Flushing Meadows Corona Park - Meadow Lake Habitat Restoration","Rain Garden",Constructed,1028516.982,205591.6239,Queens,8,"Flushing Creek",NA,24,4022090010,6300,Constructed,40.728881,-73.840664,0.97,rooftop,112-39,"68th Ave",,,"Forest Hills",NY,"Queens County",11375,US,"City of New York"
-73.85118119,40.70756472,187168,"Forest Park - Joe Devoy PG Reconstruction",Drywell,Constructed,1025509.9,197096.4413,Queens,42,"Jamaica Bay and Tributaries",NA,29,4039000074,154,Constructed,40.708201,-73.851032,0.99,rooftop,90-6,"71st Ave",,,"Forest Hills",NY,"Queens County",11375,US,"City of New York"
-73.80803907,40.68322406,187169,"Frederick B. Judge PG - Judge PG Basketball Courts Reconstruction","Permeable Pavers",Constructed,1037490.435,188251.7068,Queens,JAM-006,"Jamaica Bay and Tributaries",NA,NA,4116380001,1048,Constructed,40.683107,-73.807958,1,rooftop,111-1,"134th St",,,"South Ozone Park",NY,"Queens County",11420,US,"City of New York"
-73.7439343,40.59947298,187170,"Lannett PG - Reconstruction and Comfort Station Construction","Rain Garden",Constructed,1055359.069,157784.508,Queens,ROC-017,"East River / Open Waters",NA,NA,4155970001,250,Constructed,40.59906,-73.74387,0.99,rooftop,810,"Lanett Ave",,,"Far Rockaway",NY,"Queens County",11691,US,"City of New York"
-73.78812802,40.78979649,187171,"Little Bay Park - Parking Lot Reconstruction and Comfort Station Construction","Multiple GI Components",Constructed,1042918.852,227092.0226,Queens,TI-621,"East River / Open Waters",NA,NA,4059170001,51565,Constructed,40.788533,-73.788176,0.98,rooftop,12-4,"Robin Ln",,,Bayside,NY,"Queens County",11360,US,"City of New York"
-73.82713806,40.58028565,187172,"Rockaway Beach Boardwalk - Sandpiper PG Reconstruction","Multiple GI Components",Constructed,1032267.339,150737.5208,Queens,ROC-680,"Jamaica Bay and Tributaries",NA,32,4161770001,3586,Constructed,40.580969,-73.826787,0.99,rooftop,106-20,"Shore Front Pkwy",,,"Rockaway Park",NY,"Queens County",11694,US,"City of New York"
-73.94729839,40.63832406,187173,"Nostrand PG - Sport Courts Reconstruction","Permeable Pavers",Constructed,998876.6649,171839.4432,Brooklyn,CI-004,"Jamaica Bay and Tributaries",NA,45,3049950026,976,Constructed,40.638397,-73.947491,1,rooftop,1927,"Nostrand Ave",,,Brooklyn,NY,"Kings County",11210,US,"City of New York"
-73.99614005,40.7416309,187174,"Chelsea Green - Construction","Multiple GI Components",Constructed,985319.6217,209472.7783,Manhattan,NCB-012,"East River / Open Waters",NA,NA,1007950066,907.09,Constructed,40.741792,-73.996236,1,rooftop,150,"W 20th St",,,"New York",NY,"New York County",10011,US,"City of New York"
-73.9927104,40.7614868,187176,"Mathews-Palmer PG - Reconstruction","Permeable Pavers",Constructed,986269.4031,216706.9862,Manhattan,HP-007,"Bronx River",NA,NA,1018520001,1169,Constructed,40.761713,-73.992766,1,rooftop,444,"W 46th St",,,"New York",NY,"New York County",10036,US,"City of New York"
-73.9560312,40.80985571,187177,"Morningside Park - 123rd Street PG Reconstruction Phase I","Permeable Pavers",Constructed,996421.6158,234332.4015,Manhattan,NR-043,"East River / Open Waters",NA,NA,1018500001,489,Constructed,40.809887,-73.955928,1,rooftop,400,"W 123rd St",,,"New York",NY,"New York County",10027,US,"City of New York"
