longitude,latitude,asset_id,project_na,asset_type,status,asset_x_co,asset_y_co,borough,outfall,waterbody,street_add,city_counc,bbl,asset_area,status_gro,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
-73.8455119,40.88352635,138177,"Edenwald Houses South","Rain Garden",Constructed,1026968.64,261208.0168,Bronx,HP-024,"Hutchinson River","1108 East 226th Dr",12,2049050001,162,Constructed,40.883349,-73.8452,0.99,rooftop,1860,"Schieffelin Ave",,,Bronx,NY,"Bronx County",10466,US,"City of New York"
-73.87797913,40.68681517,142208,"P.S. 65 K","Permeable Pavers",Constructed,1018090.729,189525.2877,Brooklyn,26W-005,"Jamaica Bay and Tributaries","26 Richmond St",37,3041020019,679,Constructed,40.686883,-73.877582,0.99,rooftop,25,"Richmond St",,,Brooklyn,NY,"Kings County",11208,US,"City of New York"
-73.87786417,40.68669306,142209,"P.S. 65 K","Engineered Soil Tree Pit",Constructed,1018122.674,189480.8432,Brooklyn,26W-005,"Jamaica Bay and Tributaries","26 Richmond St",37,3041020019,43.5,Constructed,40.686507,-73.877804,1,rooftop,42,"Richmond St",,,Brooklyn,NY,"Kings County",11208,US,"City of New York"
-73.8779767,40.68677133,142210,"P.S. 65 K","Rain Garden",Constructed,1018091.424,189509.3154,Brooklyn,26W-005,"Jamaica Bay and Tributaries","26 Richmond St",37,3041020019,278,Constructed,40.686507,-73.877804,0.99,rooftop,42,"Richmond St",,,Brooklyn,NY,"Kings County",11208,US,"City of New York"
-73.87799165,40.68674904,142212,"P.S. 65 K","Permeable Pavers",Constructed,1018087.29,189501.19,Brooklyn,26W-005,"Jamaica Bay and Tributaries","30 Richmond St",37,3041020019,3505,Constructed,40.686507,-73.877804,1,rooftop,42,"Richmond St",,,Brooklyn,NY,"Kings County",11208,US,"City of New York"
-73.85228186,40.73268425,142213,"J.H.S. 157 Q","Permeable Pavers",Constructed,1025189.309,206247.7291,Queens,BB-006,"Flushing Bay","63-60 Yellowstone Blvd",29,4021260014,529,Constructed,40.732826,-73.851906,0.99,rooftop,63-61,"Yellowstone Blvd",,,"Forest Hills",NY,"Queens County",11375,US,"City of New York"
-73.85224443,40.73261273,142214,"J.H.S. 157 Q","Permeable Pavers",Constructed,1025199.726,206221.6875,Queens,BB-006,"Flushing Bay","63-66 Yellowstone Blvd",29,4021260014,2168,Constructed,40.732826,-73.851906,0.99,rooftop,63-61,"Yellowstone Blvd",,,"Forest Hills",NY,"Queens County",11375,US,"City of New York"
-73.85230625,40.73265003,142216,"J.H.S. 157 Q","Permeable Pavers",Constructed,1025182.57,206235.25,Queens,BB-006,"Flushing Bay","63-62 Yellowstone Blvd",29,4021260014,557,Constructed,40.732826,-73.851906,0.99,rooftop,63-61,"Yellowstone Blvd",,,"Forest Hills",NY,"Queens County",11375,US,"City of New York"
-73.91949911,40.70696638,142218,"J.H.S. 162 K","Rain Garden",Constructed,1006569.018,196853.6536,Brooklyn,NCB-083,"Newtown Creek","61 St Nicholas Ave",34,3022120001,258,Constructed,40.707175,-73.919583,1,rooftop,1392,"Willoughby Ave",,,Brooklyn,NY,"Kings County",11237,US,"City of New York"
-73.91934643,40.70687097,142219,"J.H.S. 162 K","Permeable Pavers",Constructed,1006611.379,196818.9314,Brooklyn,NCB-083,"Newtown Creek","455 Suydam St",34,3022120001,1323,Constructed,40.706925,-73.919132,1,rooftop,455,"Suydam St",,,Brooklyn,NY,"Kings County",11237,US,"City of New York"
-73.91974873,40.70705509,142220,"J.H.S. 162 K","Permeable Pavers",Constructed,1006499.78,196885.91,Brooklyn,NCB-083,"Newtown Creek","1390 Willoughby Ave",34,3022120001,483,Constructed,40.707175,-73.919583,1,rooftop,1392,"Willoughby Ave",,,Brooklyn,NY,"Kings County",11237,US,"City of New York"
-73.91926073,40.70690606,142221,"J.H.S. 162 K","Permeable Pavers",Constructed,1006635.13,196831.74,Brooklyn,NCB-083,"Newtown Creek","455 Suydam St",34,3022120001,624,Constructed,40.706925,-73.919132,1,rooftop,455,"Suydam St",,,Brooklyn,NY,"Kings County",11237,US,"City of New York"
-73.87444489,40.66946919,142222,"J.H.S. 218 K","Rain Garden",Constructed,1019079.956,183207.039,Brooklyn,26W-005,"Jamaica Bay and Tributaries","1183 Dumont Ave",42,3042780001,671,Constructed,40.669123,-73.87413,0.99,rooftop,1190,"Dumont Ave",,,Brooklyn,NY,"Kings County",11208,US,"City of New York"
-73.87473765,40.66978818,142224,"J.H.S. 218 K","Rain Garden",Constructed,1018998.576,183323.1415,Brooklyn,26W-005,"Jamaica Bay and Tributaries","655 Logan St",42,3042780001,377,Constructed,40.669743,-73.875096,1,rooftop,1071,"New Lots Ave",,,Brooklyn,NY,"Kings County",11208,US,"City of New York"
-73.87470669,40.66961243,142225,"J.H.S. 218 K","Permeable Pavers",Constructed,1019007.256,183259.1224,Brooklyn,26W-005,"Jamaica Bay and Tributaries","1067 New Lots Ave",42,3042780001,4610,Constructed,40.669409,-73.875032,0.99,rooftop,668,"Logan St",,,Brooklyn,NY,"Kings County",11208,US,"City of New York"
-73.87466787,40.66945752,142226,"J.H.S. 218 K","Engineered Soil Tree Pit",Constructed,1019018.107,183202.6988,Brooklyn,26W-005,"Jamaica Bay and Tributaries","671 Logan St",42,3042780001,290,Constructed,40.669409,-73.875032,1,rooftop,668,"Logan St",,,Brooklyn,NY,"Kings County",11208,US,"City of New York"
-73.98875896,40.68742298,142227,"P.S. 261 K","Rain Garden",Constructed,987367.5137,189723.3585,Brooklyn,RH-034,"Gowanus Canal","288 Pacific St",33,3001880014,535,Constructed,40.687705,-73.988618,0.99,rooftop,299,"Pacific St",,,Brooklyn,NY,"Kings County",11201,US,"City of New York"
-73.98857899,40.68735446,142228,"P.S. 261 K","Permeable Pavers",Constructed,987417.4269,189698.4019,Brooklyn,RH-034,"Gowanus Canal","288 Pacific St",33,3001880014,1700,Constructed,40.687612,-73.988377,0.99,rooftop,305,"Pacific St",,,Brooklyn,NY,"Kings County",11201,US,"City of New York"
-73.98858685,40.68718768,142230,"P.S. 261 K","Permeable Pavers",Constructed,987415.2567,189637.638,Brooklyn,RH-034,"Gowanus Canal","288 Pacific St",33,3001880014,447,Constructed,40.687307,-73.988143,0.99,rooftop,314,"Pacific St",,,Brooklyn,NY,"Kings County",11201,US,"City of New York"
-73.98865338,40.6870894,142231,"P.S. 261 K","Engineered Soil Tree Pit",Constructed,987396.8106,189601.8307,Brooklyn,RH-034,"Gowanus Canal","288 Pacific St",33,3001880014,1430,Constructed,40.686767,-73.988866,0.99,rooftop,110,"Dean St",,,Brooklyn,NY,"Kings County",11201,US,"City of New York"
-73.98901586,40.68708803,142232,"P.S. 261 K","Permeable Pavers",Constructed,987296.28,189601.32,Brooklyn,RH-034,"Gowanus Canal","288 Pacific St",33,3001880014,362,Constructed,40.686873,-73.98914,1,rooftop,102,"Dean St",,,Brooklyn,NY,"Kings County",11201,US,"City of New York"
-73.93159952,40.68801306,142234,"M.S. 267 K / P.S. 649 K","Permeable Pavers",Constructed,1003219.55,189945.55,Brooklyn,NCB-015,"Newtown Creek","209 Stuyvesant Ave",36,3016360001,568,Constructed,40.687524,-73.931509,0.99,rooftop,638,"Monroe St",,,Brooklyn,NY,"Kings County",11221,US,"City of New York"
-73.93137421,40.68803137,142235,"M.S. 267 K / P.S. 649 K","Permeable Pavers",Constructed,1003282.03,189952.27,Brooklyn,NCB-015,"Newtown Creek","818 Gates Ave",36,3016360001,951,Constructed,40.687577,-73.93126,0.99,rooftop,642,"Monroe St",,,Brooklyn,NY,"Kings County",11221,US,"City of New York"
-73.81936373,40.77504297,142236,"J.H.S. 185 Q","Rain Garden",Constructed,1034280.559,221697.4499,Queens,TI-011,"Flushing Creek","147-26 25th Dr",20,4048020001,1152,Constructed,40.775403,-73.819452,0.99,rooftop,25-37,"147th St",,,Flushing,NY,"Queens County",11354,US,"City of New York"
-73.81923854,40.7749942,142238,"J.H.S. 185 Q","Permeable Pavers",Constructed,1034315.27,221679.75,Queens,TI-011,"Flushing Creek","147-44 25th Dr",20,4048020001,3396,Constructed,40.775403,-73.819452,0.99,rooftop,25-37,"147th St",,,Flushing,NY,"Queens County",11354,US,"City of New York"
-73.81924925,40.77475858,142239,"J.H.S. 185 Q","Permeable Pavers",Constructed,1034312.48,221593.9,Queens,TI-011,"Flushing Creek","147-41 26th Ave",20,4048020001,1717,Constructed,40.77477,-73.819826,0.99,rooftop,25-62,"147th St",,,Flushing,NY,"Queens County",11354,US,"City of New York"
-73.88708819,40.84624045,142240,"C.S. 300 X","Permeable Pavers",Constructed,1015489.595,247605.7762,Bronx,HP-004,"Bronx River","2050 Prospect Ave",15,2031090001,571,Constructed,40.846068,-73.88702,1,rooftop,2050,"Prospect Ave",,,Bronx,NY,"Bronx County",10457,US,"City of New York"
-73.88692567,40.84642936,142241,"C.S. 300 X","Permeable Pavers",Constructed,1015534.47,247674.66,Bronx,HP-004,"Bronx River","760 E 180th St",15,2031090001,331,Constructed,40.846413,-73.886668,1,rooftop,760,"E 180th St",,,Bronx,NY,"Bronx County",10460,US,"City of New York"
-73.88683966,40.84657035,142242,"C.S. 300 X","Permeable Pavers",Constructed,1015558.2,247726.06,Bronx,HP-004,"Bronx River","760 E 180th St",15,2031090001,552,Constructed,40.846413,-73.886668,1,rooftop,760,"E 180th St",,,Bronx,NY,"Bronx County",10460,US,"City of New York"
-73.8871322,40.84618808,142243,"C.S. 300 X","Engineered Soil Tree Pit",Constructed,1015477.442,247586.679,Bronx,HP-004,"Bronx River","2050 Prospect Ave",15,2031090001,170,Constructed,40.846068,-73.88702,1,rooftop,2050,"Prospect Ave",,,Bronx,NY,"Bronx County",10457,US,"City of New York"
-73.88694362,40.84638088,142244,"C.S. 300 X","Rain Garden",Constructed,1015529.525,247656.9915,Bronx,HP-004,"Bronx River","760 E 180th St",15,2031090001,939,Constructed,40.846413,-73.886668,1,rooftop,760,"E 180th St",,,Bronx,NY,"Bronx County",10460,US,"City of New York"
-73.9904621,40.76620415,142247,"P.S. 111 M","Rain Garden",Constructed,986892.05,218425.73,Manhattan,NR-033,"East River / Open Waters","766 10th Ave",3,1010620003,134,Constructed,40.765995,-73.990608,1,rooftop,766,"10th Ave",,,"New York",NY,"New York County",10019,US,"City of New York"
-73.99013489,40.76620821,142248,"P.S. 111 M","Permeable Pavers",Constructed,986982.69,218427.22,Manhattan,NR-033,"East River / Open Waters","770 10th Ave",3,1010620003,2496,Constructed,40.766412,-73.989805,0.99,rooftop,447,"W 53rd St",,,"New York",NY,"New York County",10019,US,"City of New York"
-73.99033337,40.76596038,142249,"P.S. 111 M","Permeable Pavers",Constructed,986927.72,218336.92,Manhattan,NR-033,"East River / Open Waters","463 W 52nd St",3,1010620003,2370,Constructed,40.765911,-73.99056,1,rooftop,463,"W 52nd St",,,"New York",NY,"New York County",10019,US,"City of New York"
-73.99022072,40.7658466,142250,"P.S. 111 M","Permeable Pavers",Constructed,986958.93,218295.47,Manhattan,NR-033,"East River / Open Waters","463 W 52nd St",3,1010620003,2167,Constructed,40.765657,-73.990458,1,rooftop,458,"W 52nd St",,,"New York",NY,"New York County",10019,US,"City of New York"
-73.97853985,40.72215112,142254,"P.S. 15 M","Permeable Pavers",Constructed,990198.51,202376.39,Manhattan,NCM-056,"East River / Open Waters","744 E 5th St",2,1003740020,1714,Constructed,40.722133,-73.978238,1,rooftop,734,"E 5th St",,,"New York",NY,"New York County",10009,US,"City of New York"
-73.9046677,40.69869905,142256,"P.S. 75 Q","Permeable Pavers",Constructed,1010684.33,193845.75,Queens,NCB-083,"Newtown Creek","1666 Hancock St",34,4035490044,683,Constructed,40.698929,-73.904387,0.99,rooftop,918,"Cypress Ave",,,Ridgewood,NY,"Queens County",11385,US,"City of New York"
-73.90449372,40.69857905,142257,"P.S. 75 Q","Permeable Pavers",Constructed,1010732.62,193802.08,Queens,NCB-083,"Newtown Creek","16-83 Weirfield St",34,4035490044,403,Constructed,40.698566,-73.904114,1,rooftop,1690,"Weirfield St",,,Ridgewood,NY,"Queens County",11385,US,"City of New York"
-73.82822255,40.74500325,142263,"P.S. 120 Q","Permeable Pavers",Constructed,1031848.41,210748.08,Queens,TI-010,"Flushing Creek","136-33 58th Rd",20,4063730001,3787,Constructed,40.744923,-73.828104,1,rooftop,136-33,"58th Rd",,,Flushing,NY,"Queens County",11355,US,"City of New York"
-73.9284582,40.65946106,142265,"I.S. 581 / 232 K","Permeable Pavers",Constructed,1004099.23,179543.94,Brooklyn,CI-005,"Jamaica Bay and Tributaries","26 E 53rd St",45,3046060025,1868,Constructed,40.659679,-73.928565,1,rooftop,26,"E 53rd St",,,Brooklyn,NY,"Kings County",11203,US,"City of New York"
-73.92872376,40.65946512,142266,"I.S. 581 / 232 K","Permeable Pavers",Constructed,1004025.55,179545.36,Brooklyn,CI-005,"Jamaica Bay and Tributaries","26 E 53rd St",45,3046060025,2781,Constructed,40.659679,-73.928565,1,rooftop,26,"E 53rd St",,,Brooklyn,NY,"Kings County",11203,US,"City of New York"
-73.9490353,40.81044955,142268,"P.S. 154 M","Permeable Pavers",Constructed,998358.12,234549.81,Manhattan,NR-043,"East River / Open Waters","257 W 126th St",9,1019320010,990,Constructed,40.81081,-73.948985,0.99,rooftop,250,"W 127th St",,,"New York",NY,"New York County",10027,US,"City of New York"
-73.94928206,40.81055511,142269,"P.S. 154 M","Permeable Pavers",Constructed,998289.79,234588.23,Manhattan,NR-043,"East River / Open Waters","257 W 126th St",9,1019320010,1271,Constructed,40.81081,-73.948985,0.99,rooftop,250,"W 127th St",,,"New York",NY,"New York County",10027,US,"City of New York"
-73.81887351,40.75983719,142271,"J.H.S. 189 Q","Permeable Pavers",Constructed,1034427.79,216157.77,Queens,TI-022,"Flushing Creek","144-51 Sanford Ave",20,4050510027,5875,Constructed,40.759412,-73.819207,0.99,rooftop,144-45,"Sanford Ave",,,Flushing,NY,"Queens County",11355,US,"City of New York"
-73.81758554,40.82610647,142273,"M.S. 366 X","Permeable Pavers",Constructed,1034734.32,240302.65,Bronx,HP-026,"East River / Open Waters","589 Throggs Neck Expy",13,2054380001,1235,Constructed,40.825858,-73.818091,0.99,rooftop,607,"Hollywood Ave",,,Bronx,NY,"Bronx County",10465,US,"City of New York"
-73.81760047,40.82608961,142274,"M.S. 366 X","Permeable Pavers",Constructed,1034730.2,240296.5,Bronx,HP-026,"East River / Open Waters","614 Hollywood Ave",13,2054380001,947,Constructed,40.825858,-73.818091,0.99,rooftop,607,"Hollywood Ave",,,Bronx,NY,"Bronx County",10465,US,"City of New York"
-73.931512,40.82440298,147963,"DPR Green Roof","Green Roof",Constructed,1003204.969,239636.8515,Bronx,WI-615,"East River / Open Waters","I-87 S",17,2025390002,7013,Constructed,40.824233,-73.931482,1,rooftop,731,"Exterior St",,,Bronx,NY,"Bronx County",10451,US,"City of New York"
-73.90292311,40.65565246,147964,"DPR Green Roof","Green Roof",Constructed,1011185.459,178163.1804,Brooklyn,26W-003,"Jamaica Bay and Tributaries","921 Mother Gaston Blvd",42,3038680002,864,Constructed,40.655828,-73.90312,1,rooftop,921,"Mother Gaston Blvd",,,Brooklyn,NY,"Kings County",11212,US,"City of New York"
-74.00164542,40.7482335,147965,"DPR Green Roof","Green Roof",Constructed,983794.0866,211878.2984,Manhattan,NR-025,"East River / Open Waters","418 W 25th St",3,1007220057,864,Constructed,40.74819,-74.001638,1,rooftop,420,"W 25th St",,,"New York",NY,"New York County",10001,US,"City of New York"
-73.97616702,40.71282815,147966,"DPR Green Roof","Green Roof",Constructed,990857.1577,198979.9182,Manhattan,NCM-058,"East River / Open Waters","FDR Dr N",2,1003160200,700,Constructed,40.713521,-73.97779,0.98,rooftop,590,"Grand St",,,"New York",NY,"New York County",10002,US,"City of New York"
-73.92304983,40.79929646,147967,"DPR Green Roof","Green Roof",Constructed,1005555.024,230491.6002,Manhattan,WI-511,"East River / Open Waters","12 Bronx Shore Rd",8,1018190203,6800,Constructed,40.799452,-73.92289,1,rooftop,20,"Bronx Shore Rd",,,"New York",NY,"New York County",10035,US,"City of New York"
-73.93950713,40.81359964,147968,"DPR Green Roof","Green Roof",Constructed,1000994.929,235699.1767,Manhattan,WIM-038,"East River / Open Waters","23 W 135th St",9,1017300055,864,Constructed,40.813533,-73.939947,0.99,rooftop,40,"W 135th St",,,"New York",NY,"New York County",10037,US,"City of New York"
-73.94222991,40.82427984,147969,"DPR Green Roof","Green Roof",Constructed,1000238.677,239589.8509,Manhattan,WIM-046,"East River / Open Waters","85 Bradhurst Ave",7,1020520001,864,Constructed,40.824277,-73.94235,1,rooftop,89,"Bradhurst Ave",,,"New York",NY,"New York County",10039,US,"City of New York"
-73.86575784,40.73160927,147970,"DPR Green Roof","Green Roof",Constructed,1021455.113,205850.0679,Queens,BB-006,"Flushing Bay","94-3 Queens Blvd",25,4020770050,864,Constructed,40.731664,-73.865632,1,rooftop,93-29,"Queens Blvd",,,"Rego Park",NY,"Queens County",11374,US,"City of New York"
-74.07410773,40.63777936,147971,"DPR Green Roof","Green Roof",Constructed,963682.1729,171645.2943,"Staten Island",55,"East River / Open Waters","Victory Blvd",49,5004870100,864,Constructed,40.637934,-74.074273,1,rooftop,20,"Bay St Lndg",,,"Staten Island",NY,"Richmond County",10301,US,"City of New York"
-74.19771978,40.57698233,147972,"DPR Green Roof","Green Roof",Constructed,929324.9789,149548.6487,"Staten Island",54,"East River / Open Waters",NA,51,3084960001,5000,Constructed,40.575419,-74.196447,0.97,rooftop,3,"Muldoon Ave",,,"Staten Island",NY,"Richmond County",10312,US,"City of New York"
-73.87075425,40.84728722,147973,"DPR Green Roof","Green Roof",Constructed,1020008.181,247993.4004,Bronx,HP--85,"Bronx River","1 Bronx River Pkwy",15,2043330001,6800,Constructed,40.847276,-73.870712,1,rooftop,1,"Bronx River Pkwy",,,Bronx,NY,"Bronx County",10462,US,"City of New York"
-73.93478645,40.67352875,147974,"DPR Green Roof","Green Roof",Constructed,1002339.645,184667.8251,Brooklyn,NCB-014,"East River / Open Waters","1213 Prospect Pl",36,3013530001,864,Constructed,40.673353,-73.934812,1,rooftop,1260,"Prospect Pl",,,Brooklyn,NY,"Kings County",11213,US,"City of New York"
-73.91420102,40.81201702,147975,"DPR Green Roof","Green Roof",Constructed,1008000.434,235128.4229,Bronx,WIB-068,"East River / Open Waters","450 St Anns Ave",17,2025570001,864,Constructed,40.81216,-73.914422,1,rooftop,445,"St Anns Ave",,,Bronx,NY,"Bronx County",10455,US,"City of New York"
-74.00138609,40.64686906,147976,"DPR Green Roof","Green Roof",Constructed,983865.3572,174948.2234,Brooklyn,OH-002,"East River / Open Waters","4201 7th Ave",38,3009210001,864,Constructed,40.646779,-74.001203,1,rooftop,4201,"7th Ave",,,Brooklyn,NY,"Kings County",11232,US,"City of New York"
-73.97253015,40.69843278,149587,"Brooklyn Navy Yard","Rooftop Farm",Constructed,991867.0417,193735.55,Brooklyn,NCB-014,"East River / Open Waters","115 Flushing Ave",33,3020230001,42670,Constructed,40.698165,-73.972516,1,rooftop,3,"Brooklyn Navy Yard",,,Brooklyn,NY,"Kings County",11251,US,"City of New York"
-73.96908123,40.68686436,149588,"Bishop Loughlin Memorial School","Green Roof",Constructed,992824.8705,189521.1508,Brooklyn,NCB-014,"East River / Open Waters","357 Clermont Ave",35,3021220004,13284,Constructed,40.68685,-73.969435,1,rooftop,357,"Clermont Ave",,,Brooklyn,NY,"Kings County",11238,US,"City of New York"
-73.98473382,40.67632429,149597,"Gil Hodges","Permeable Pavers",Constructed,988484.5227,185679.9547,Brooklyn,OH-007,"Gowanus Canal","534 Carroll St",39,3004560014,513,Constructed,40.676291,-73.984544,1,rooftop,538,"Carroll St",,,Brooklyn,NY,"Kings County",11215,US,"City of New York"
-73.98479266,40.67625555,149598,"Gil Hodges","Rain Garden",Constructed,988468.2051,185654.9092,Brooklyn,OH-007,"Gowanus Canal","534 Carroll St",39,3004560014,567,Constructed,40.676173,-73.9849,1,rooftop,9,"Denton Pl",,,Brooklyn,NY,"Kings County",11215,US,"City of New York"
-73.96759445,40.68276117,149599,"St. Luke and St. Matthew","Permeable Pavers",Constructed,993237.7608,188026.3898,Brooklyn,RH-005,"East River / Open Waters",NA,35,3020100010,362.2,Constructed,40.682852,-73.967615,1,rooftop,513,"Vanderbilt Ave",,,Brooklyn,NY,"Kings County",11238,US,"City of New York"
-73.96694728,40.6828436,149600,"St. Luke and St. Matthew","Permeable Pavers",Constructed,993417.2426,188056.4892,Brooklyn,RH-005,"East River / Open Waters","508 Clinton Ave",35,3020100010,276,Constructed,40.682919,-73.967021,1,rooftop,508,"Clinton Ave",,,Brooklyn,NY,"Kings County",11238,US,"City of New York"
-73.96755223,40.68279788,149601,"St. Luke and St. Matthew","Rain Garden",Constructed,993249.4661,188039.7673,Brooklyn,RH-005,"East River / Open Waters",NA,35,3020100010,137.2,Constructed,40.682852,-73.967615,1,rooftop,513,"Vanderbilt Ave",,,Brooklyn,NY,"Kings County",11238,US,"City of New York"
-73.96691722,40.68267989,149602,"St. Luke and St. Matthew","Rain Garden",Constructed,993425.6036,187996.8478,Brooklyn,RH-005,"East River / Open Waters","520 Clinton Ave",35,3020100010,328.7,Constructed,40.682585,-73.966952,1,rooftop,520,"Clinton Ave",,,Brooklyn,NY,"Kings County",11238,US,"City of New York"
-73.96688715,40.68251924,149603,"St. Luke and St. Matthew","Rain Garden",Constructed,993433.9645,187938.3211,Brooklyn,RH-005,"East River / Open Waters","554 Clinton Ave",35,3020100010,104,Constructed,40.682585,-73.966952,1,rooftop,520,"Clinton Ave",,,Brooklyn,NY,"Kings County",11238,US,"City of New York"
-73.97894354,40.75579512,149605,ATCO,"Green Roof",Constructed,990083.6664,214633.9368,Manhattan,NCM-037,"East River / Open Waters","555 5th Ave",3,1012810069,1780,Constructed,40.755745,-73.979013,1,rooftop,553,"5th Ave",,,"New York",NY,"New York County",10017,US,"City of New York"
-73.97888555,40.75586301,149606,ATCO,"Green Roof",Constructed,990099.7255,214658.6764,Manhattan,NCM-037,"East River / Open Waters","555 5th Ave",3,1012810069,984,Constructed,40.755802,-73.978741,1,rooftop,555,"5th Ave",,,"New York",NY,"New York County",10017,US,"City of New York"
-73.97889966,40.75584514,149607,ATCO,"Green Roof",Constructed,990095.8192,214652.166,Manhattan,NCM-037,"East River / Open Waters","555 5th Ave",3,1012810069,978,Constructed,40.755802,-73.978741,1,rooftop,555,"5th Ave",,,"New York",NY,"New York County",10017,US,"City of New York"
-73.9789169,40.75582728,149608,ATCO,"Green Roof",Constructed,990091.0449,214645.6556,Manhattan,NCM-037,"East River / Open Waters","555 5th Ave",3,1012810069,276,Constructed,40.755745,-73.979013,1,rooftop,553,"5th Ave",,,"New York",NY,"New York County",10017,US,"City of New York"
-73.978931,40.75580941,149609,ATCO,"Green Roof",Constructed,990087.1386,214639.1451,Manhattan,NCM-037,"East River / Open Waters","555 5th Ave",3,1012810069,201,Constructed,40.755745,-73.979013,1,rooftop,553,"5th Ave",,,"New York",NY,"New York County",10017,US,"City of New York"
-73.974098,40.741679,149610,"NYU Langone Medical Center - Alumni Hall","Green Roof",Constructed,991427.638,209491.341,Manhattan,NCM-041,"East River / Open Waters",NA,4,1009620135,10396,Constructed,40.741569,-73.974299,1,rooftop,534,"1st Ave",,,"New York",NY,"New York County",10016,US,"City of New York"
-73.990089,40.710249,149611,"Two Bridges Neighborhood Council","Rain Garden",Constructed,986997.708,198039.512,Manhattan,NCM-063,"East River / Open Waters",NA,1,1002480015,1743,Constructed,40.710435,-73.99034,1,rooftop,82,"Rutgers Slip",,,"New York",NY,"New York County",10002,US,"City of New York"
-73.9895355,40.7385465,149612,"Ballet Tech","Green Roof",Constructed,987149.9264,208349.1859,Manhattan,NCM-087,"East River / Open Waters","890 Broadway",2,1008487502,14088,Constructed,40.738458,-73.989624,1,rooftop,19,"E 19th St",,,"New York",NY,"New York County",10003,US,"City of New York"
-73.99360003,40.73559067,149613,"The New School","Green Roof",Constructed,986023.6417,207272.1753,Manhattan,NR-023,"East River / Open Waters",NA,2,1005710001,10868,Constructed,40.735705,-73.993607,1,rooftop,65,"5th Ave",,,"New York",NY,"New York County",10003,US,"City of New York"
-73.99326287,40.7354904,149614,"The New School","Green Roof",Constructed,986117.0837,207235.648,Manhattan,NR-023,"East River / Open Waters","10 E 14th St",2,1005710001,337,Constructed,40.735601,-73.993054,1,rooftop,10,"E 14th St",,,"New York",NY,"New York County",10003,US,"City of New York"
-74.00141567,40.75200252,149615,"Related Companies (The Abington)","Detention System (Connected to Sewer)",Constructed,983857.7676,213251.4729,Manhattan,NR-027,"East River / Open Waters",NA,3,1007010042,276,Constructed,40.752191,-74.00155,1,rooftop,500,"W 30th St",,,"New York",NY,"New York County",10001,US,"City of New York"
-73.95797001,40.76711775,149616,"Lenox Hill Neighborhood House","Green Roof",Constructed,995892.3759,218761.2343,Manhattan,WIM-003,"East River / Open Waters",NA,5,1014450014,973.4,Constructed,40.766948,-73.957772,1,rooftop,331,"E 70th St",,,"New York",NY,"New York County",10021,US,"City of New York"
-73.95770685,40.76700448,149617,"Lenox Hill Neighborhood House","Green Roof",Constructed,995965.2925,218720.0016,Manhattan,WIM-003,"East River / Open Waters","321 E 70th St",5,1014450014,1413.5,Constructed,40.766948,-73.957772,1,rooftop,331,"E 70th St",,,"New York",NY,"New York County",10021,US,"City of New York"
-73.95687457,40.74287682,149618,"UA Local 1 - Plumbers","Rainwater Harvesting",Constructed,996200.1642,209929.6261,Queens,BB-017,"East River / Open Waters","2-26 50th Ave",26,4000160025,80,Constructed,40.742756,-73.956716,1,rooftop,50-2,"5th St",,,"New York",NY,"Queens County",10009,US,"City of New York"
-73.8525859,40.78404747,149619,"Poppenhusen Institute","Rain Garden",Constructed,1025073.554,224960.859,Queens,TI-016,"Flushing Bay","114-02 14th Rd",19,4040670001,466,Constructed,40.784067,-73.852346,1,rooftop,114-15,"15th Ave",,,"College Point",NY,"Queens County",11356,US,"City of New York"
-73.81616836,40.73590325,149621,"Queens College","Permeable Pavers",Constructed,1035195.502,207439.4476,Queens,TI-022,"Flushing Creek","65-30 Kissena Blvd",24,4065170001,3860,Constructed,40.735855,-73.815751,0.99,rooftop,65-30,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"City of New York"
-73.81896611,40.7348475,149622,"Queens College","Permeable Pavers",Constructed,1034420.954,207053.1914,Queens,TI-022,"Flushing Creek","150-31 Melbourne Ave",24,4065170001,850,Constructed,40.734847,-73.818361,0.99,rooftop,66-50,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"City of New York"
-73.81997175,40.73636621,149623,"Queens College","Permeable Pavers",Constructed,1034141.116,207605.9295,Queens,TI-022,"Flushing Creek","65-30 Kissena Blvd",24,4065170001,850,Constructed,40.736079,-73.81959,0.99,rooftop,65-76,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"City of New York"
-73.81607999,40.73617918,149624,"Queens College","Rain Garden",Constructed,1035219.78,207540.0304,Queens,TI-022,"Flushing Creek","65-30 Kissena Blvd",24,4065170001,884,Constructed,40.735855,-73.815751,0.99,rooftop,65-30,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"City of New York"
-73.81856133,40.73496458,149625,"Queens College","Rain Garden",Constructed,1034533.043,207096.0786,Queens,TI-022,"Flushing Creek",NA,24,4065170001,2892,Constructed,40.734847,-73.818361,1,rooftop,66-50,"Kissena Blvd",,,Flushing,NY,"Queens County",11367,US,"City of New York"
